File,Whisper Output,Correct Transcription,WER,CER,SER,BLEU,Levenshtein Distance,Cosine Similarity,Transcription Time
10_words_sample_1.wav, Can you provide details on admission deadlines for Arab Academy?,Can you provide details on admission deadlines for Arab Academy?,0.0,0.0,1.0,1.0,1,0.9999999999999999,4.174456596374512
10_words_sample_2.wav, I need help registering for courses at the Arab Academy.,I need help registering for courses at the Arab Academy.,0.0,0.0,1.0,1.0,1,0.9999999999999997,3.9634504318237305
10_words_sample_3.wav, What are the available scholarships for students at Arab Academy?,What are the available scholarships for students at Arab Academy?,0.0,0.0,1.0,1.0,1,0.9999999999999999,4.023390531539917
10_words_sample_4.wav, How can I transfer credits to the Arab Academy program?,How can I transfer credits to the Arab Academy program?,0.0,0.0,1.0,1.0,1,0.9999999999999997,4.018171072006226
10_words_sample_5.wav, Could you explain the tuition fees for programs at Arab Academy?,Could you explain the tuition fees for programs at Arab Academy?,0.0,0.0,1.0,1.0,1,1.0000000000000002,4.0575525760650635
20_words_sample_1.wav, I am interested in applying to the Arab Academy and need information regarding admission requirements and deadlines for international students.,I am interested in applying to the Arab Academy and need information regarding admission requirements and deadlines for international students.,0.0,0.0,1.0,1.0,1,1.0000000000000004,4.5823750495910645
20_words_sample_2.wav, Could you please provide details about the scholarships available at the Arab Academy for undergraduate students pursuing engineering and business degrees?,Could you please provide details about the scholarships available at the Arab Academy for undergraduate students pursuing engineering and business degrees?,0.0,0.0,1.0,1.0,1,1.0,4.655643463134766
20_words_sample_3.wav," I have questions about transferring credits from another university to the Arab Academy, especially for courses in the Computer Science Department.","I have questions about transferring credits from another university to the Arab Academy, especially for courses in the computer science department.",0.14285714285714285,0.02040816326530612,1.0,0.8455987220158339,4,0.9999999999999997,4.603634595870972
20_words_sample_4.wav," I would like assistance with registering for courses at the Arab Academy, specifically regarding important dates and required documents for enrolment.","I would like assistance with registering for courses at the Arab Academy, specifically regarding important dates and required documents for enrollment.",0.047619047619047616,0.006622516556291391,1.0,0.948543837069451,2,0.9140237818768355,4.995422601699829
20_words_sample_5.wav, Can you explain the differences between the engineering specialisations at the Arab Academy and the career opportunities available for graduates?,Can you explain the differences between the engineering specializations at the Arab Academy and the career opportunities available for graduates?,0.05,0.006896551724137931,1.0,0.8578928092681435,2,0.9400966710533992,4.420537948608398
30_words_sample_1.wav," I'm considering applying to the Arab Academy, but I'd like to know more about the specific entry requirements, deadlines, and the exams required for their engineering and business programmes.","I'm considering applying to the Arab Academy, but I'd like to know more about the specific entry requirements, deadlines, and the exams required for their engineering and business programs.",0.034482758620689655,0.010582010582010581,1.0,0.9635749534339606,3,0.9479838079819543,5.240751028060913
30_words_sample_2.wav," Could you provide a detailed breakdown of tuition costs at the Arab Academy, including any additional fees for accommodation, textbooks and lab equipment for science and technology courses?","Could you provide a detailed breakdown of tuition costs at the Arab Academy, including any additional fees for accommodation, textbooks, and lab equipment for science and technology courses?",0.03571428571428571,0.005263157894736842,1.0,0.9025139799587886,2,0.9999999999999994,5.001884460449219
30_words_sample_3.wav," I want to transfer credits from another institution to the Arab Academy and I need to understand how the process works, including which courses are eligible for transfer and the documentation needed.","I want to transfer credits from another institution to the Arab Academy, and I need to understand how the process works, including which courses are eligible for transfer and the documentation needed.",0.03125,0.005,1.0,0.9157103753711766,2,1.0000000000000002,5.233825922012329
30_words_sample_4.wav," I'm trying to decide which campus of the Arab Academy would be the best option for me and I need more details about the different facilities, faculty expertise and campus services they offer.","I'm trying to decide which campus of the Arab Academy would be the best option for me, and I need more details about the different facilities, faculty expertise, and campus services they offer.",0.06060606060606061,0.010362694300518135,1.0,0.8349950232057651,3,1.0000000000000002,5.458333730697632
30_words_sample_5.wav," Can you explain how the Arab Academy's online learning programmes are structured, particularly how assessments and exams are conducted for students who are pursuing degrees remotely?","Can you explain how the Arab Academy's online learning programs are structured, particularly how assessments and exams are conducted for students who are pursuing degrees remotely?",0.038461538461538464,0.011111111111111112,1.0,0.8942255541978509,3,0.9435221326704756,5.048293590545654
40_words_sample_1.wav," I am interested in applying to the Arab Academy, but I would like detailed information regarding the admission process, including all necessary documents, important deadlines, and whether there are any entrance exams that I need to prepare for.","I am interested in applying to the Arab Academy, but I would like detailed information regarding the admission process, including all necessary documents, important deadlines, and whether there are any entrance exams that I need to prepare for.",0.0,0.0,1.0,1.0,1,1.0000000000000002,5.706618547439575
40_words_sample_2.wav," Could you provide a comprehensive overview of the scholarship opportunities available at the Arab Academy for undergraduate students, particularly for those studying engineering and business, including application procedures and eligibility criteria for international applicants?","Could you provide a comprehensive overview of the scholarship opportunities available at the Arab Academy for undergraduate students, particularly for those studying engineering and business, including application procedures and eligibility criteria for international applicants?",0.0,0.0,1.0,1.0,1,1.0000000000000007,5.4972920417785645
40_words_sample_3.wav," I need assistance with transferring my credits from another university to the Arab Academy, specifically regarding the required documentation and the evaluation process to ensure that my previous courses align with your programme's requirements.","I need assistance with transferring my credits from another university to the Arab Academy, specifically regarding the required documentation and the evaluation process to ensure that my previous courses align with your program's requirements.",0.029411764705882353,0.00823045267489712,1.0,0.9456329342976758,3,0.9570349559889917,5.426818370819092
40_words_sample_4.wav," Can you explain how the registration process works for new students at the Arab Academy, including any important dates I should keep in mind, and whether there are orientation sessions that I need to attend before classes start?","Can you explain how the registration process works for new students at the Arab Academy, including any important dates I should keep in mind and whether there are orientation sessions that I need to attend before classes start?",0.02631578947368421,0.004405286343612335,1.0,0.9299238452109287,2,0.9999999999999992,5.622619152069092
40_words_sample_5.wav," I would like to know more about the various engineering specialisations offered at the Arab Academy, including the curriculum details and potential career parts that graduates typically pursue after competing their degrees in these fields.","I would like to know more about the various engineering specializations offered at the Arab Academy, including the curriculum details and potential career paths that graduates typically pursue after completing their degrees in these fields.",0.08571428571428572,0.016666666666666666,1.0,0.7648646542374046,5,0.861948539531223,5.636133670806885
