File,Vosk Output,Correct Transcription,Cosine Similarity,Transcription Time
10_words_sample_with_pause_1.wav,could you,"Could you, uhm, tell me what documents are needed for admission to the Arab Academy?",0.2688049757854223,1.0963134765625
10_words_sample_with_pause_2.wav,can you explain the process for applying for scholarships that arabic arabic,"Can you explain, uhh, the process for applying for scholarships at Arab Academy?",0.5537528826695526,1.1280605792999268
10_words_sample_with_pause_3.wav,what should i do,"What should I do, uhm, if I want to change my major at Arab Academy?",0.36311001193313747,1.0023291110992432
10_words_sample_with_pause_4.wav,is there,"Is there, uhh, any orientation for new students at Arab Academy?",0.31799766166594773,1.1897811889648438
10_words_sample_with_pause_5.wav,how do i get in touch with an academic advisor,"How do I get in touch with an academic advisor, uhm, at Arab Academy?",0.7297276980311307,1.0445661544799805
20_words_sample_with_pause_1.wav,i am,"I am, uhm, interested in applying to the Arab Academy and, uh, need information about admission requirements and deadlines for international students.",0.14997829789540718,1.5928492546081543
20_words_sample_with_pause_2.wav,could you please provide details about the scholarships available at the arab academy for undergraduate students pursuing,"Could you please provide, uhh, details about the scholarships available at the Arab Academy for undergraduate students pursuing, uhm, engineering and business degrees?",0.7847569818870583,1.7639057636260986
20_words_sample_with_pause_3.wav,i havehum questions about transferring credits from another university to the arab academy,"I have, uhm, questions about transferring credits from another university to the Arab Academy, uhh, especially for courses in the computer science department.",0.5734079955136957,1.797682523727417
20_words_sample_with_pause_4.wav,,"I would like, uhh, assistance with registering for courses at the Arab Academy, specifically regarding important dates and, uhm, required documents for enrollment.",0.0,1.9310729503631592
20_words_sample_with_pause_5.wav,can you explain the differences betweenthe engineering specializations of the herb academy and the,"Can you explain the differences between, uhm, the engineering specializations at the Arab Academy and the, uhh, career opportunities available for graduates?",0.6314811189043091,1.3939528465270996
30_words_sample_with_pause_1.wav,i'm considering applying to the arab academy or harm but i'd like to know more about the specific entry requirements,"I'm considering applying to the Arab Academy, uhm, but I'd like to know more about the specific entry requirements, uhh, deadlines, and the exams required for their engineering and business programs, especially for international students.",0.5597082091245448,1.8596305847167969
30_words_sample_with_pause_2.wav,could you provide a detailed breakdown of tuition costs of the of academy,"Could you provide a detailed, uhm, breakdown of tuition costs at the Arab Academy, uhh, including additional fees for accommodation, textbooks, and lab equipment for science and technology courses, as well as any available payment plans?",0.33511770486637854,2.278578996658325
30_words_sample_with_pause_3.wav,i want totransfer credits from another institution to the arab economyand i need to understand how the process works including which courses are eligible for transferring the documentation,"I want to, uhm, transfer credits from another institution to the Arab Academy, uhh, and I need to understand how the process works, including which courses are eligible for transfer and the documentation, uhm, that's needed.",0.660476558412539,2.077716588973999
30_words_sample_with_pause_4.wav,i'm trying to decide which campus of the arab academywould be the best option for meand i need more details about the facilitiesfaculty expertise,"I'm trying to decide which campus of the Arab Academy, uhm, would be the best option for me, and I need more details about the facilities, uhh, faculty expertise, and the services each campus provides to students.",0.6559787422042775,1.9627904891967773
30_words_sample_with_pause_5.wav,the newexplain how the arab academies online learning programs are structured particularly how assessments and exams are conducted for students,"Can you, uhm, explain how the Arab Academy's online learning programs are structured, particularly how assessments and exams are conducted for students, uhh, who are pursuing degrees remotely and how the grading works?",0.7040335019098909,1.7558684349060059
40_words_sample_with_pause_1.wav,i aminterested in applying to the arab academy but i would like detailed information regarding entire admission process,"I am, uhm, interested in applying to the Arab Academy, but I would like detailed information regarding the entire admission process, uhh, including all necessary documents, important deadlines, and whether there are any entrance exams that I need to, uhm, prepare for.",0.4988688910980271,2.0259406566619873
40_words_sample_with_pause_2.wav,could you provide a comprehensive overview of the scholarship opportunities available here because of mefor undergraduate students particularly for those studying engineering a business including application procedures and eligibility k,"Could you, uhh, provide a comprehensive overview of the scholarship opportunities available at the Arab Academy, uhm, for undergraduate students, particularly for those studying engineering and business, including application procedures and, uhh, eligibility criteria for international applicants, and the deadlines for applying?",0.6146341098170393,2.45670485496521
40_words_sample_with_pause_3.wav,i need assistance with the yeah and transferring my credits from another university for the arab academy specifically regarding the acquired documentation and evaluation process to ensure that my previous courses,"I need assistance with, uhm, transferring my credits from another university to the Arab Academy, specifically regarding the required documentation and, uhh, the evaluation process to ensure that my previous courses, uhm, align with the program's academic requirements and policies.",0.7569074104211276,2.2530696392059326
40_words_sample_with_pause_4.wav,can you explain how the registration process worksfor new students at the arab academyincluding any important dates i should keep in mind and whether there any orientation sessions,"Can you explain how the registration process works, uhm, for new students at the Arab Academy, uhh, including any important dates I should keep in mind and whether there are any orientation sessions, uhm, that I should attend before the start of classes?",0.6730371087791751,2.020763874053955
