File,Vosk Output,Correct Transcription,Cosine Similarity,Transcription Time
10_words_sample_with_pause_1.wav,could you know,"Could you, uhm, tell me what documents are needed for admission to the Arab Academy?",0.19066263457476562,1.1739609241485596
10_words_sample_with_pause_2.wav,,"Can you explain, uhh, the process for applying for scholarships at Arab Academy?",0.0,1.1453723907470703
10_words_sample_with_pause_3.wav,what should i do,"What should I do, uhm, if I want to change my major at Arab Academy?",0.36311001193313747,1.0479378700256348
10_words_sample_with_pause_4.wav,is there,"Is there, uhh, any orientation for new students at Arab Academy?",0.31799766166594773,0.9443447589874268
10_words_sample_with_pause_5.wav,how do i get in touch with an academic advisor,"How do I get in touch with an academic advisor, uhm, at Arab Academy?",0.7297276980311307,0.9782071113586426
20_words_sample_with_pause_1.wav,i am,"I am, uhm, interested in applying to the Arab Academy and, uh, need information about admission requirements and deadlines for international students.",0.14997829789540718,1.3396623134613037
20_words_sample_with_pause_2.wav,could you please provide details about the scholarships available the arab academy for undergraduate students pursuing,"Could you please provide, uhh, details about the scholarships available at the Arab Academy for undergraduate students pursuing, uhm, engineering and business degrees?",0.7520317592918615,1.3196630477905273
20_words_sample_with_pause_3.wav,i havehum questions about transferring credits from another university to the arab academy,"I have, uhm, questions about transferring credits from another university to the Arab Academy, uhh, especially for courses in the computer science department.",0.5734079955136957,1.5133516788482666
20_words_sample_with_pause_4.wav,,"I would like, uhh, assistance with registering for courses at the Arab Academy, specifically regarding important dates and, uhm, required documents for enrollment.",0.0,1.5880703926086426
20_words_sample_with_pause_5.wav,can you explain the differences betweenof the engineering specializations at the herb academy and the,"Can you explain the differences between, uhm, the engineering specializations at the Arab Academy and the, uhh, career opportunities available for graduates?",0.7103960806367159,1.3435587882995605
30_words_sample_with_pause_1.wav,i'm considering applying to the arab academy a harm but i'd like to know more about the specific entry requirements,"I'm considering applying to the Arab Academy, uhm, but I'd like to know more about the specific entry requirements, uhh, deadlines, and the exams required for their engineering and business programs, especially for international students.",0.5843226681546891,1.816406488418579
30_words_sample_with_pause_2.wav,could you provide a detailed breakdown of tuition costs of the arab academy,"Could you provide a detailed, uhm, breakdown of tuition costs at the Arab Academy, uhh, including additional fees for accommodation, textbooks, and lab equipment for science and technology courses, as well as any available payment plans?",0.3826161199958826,1.9023807048797607
30_words_sample_with_pause_3.wav,i want totransfer credits from another institution to the avocado me and i need to understand how the process works including which courses are eligible for transfer in the documentation,"I want to, uhm, transfer credits from another institution to the Arab Academy, uhh, and I need to understand how the process works, including which courses are eligible for transfer and the documentation, uhm, that's needed.",0.731030769401685,1.8676261901855469
30_words_sample_with_pause_4.wav,i'm trying to decide which campus of the arab academywould be the best option for meand i need more details about the facilitiesour faculty expertise,"I'm trying to decide which campus of the Arab Academy, uhm, would be the best option for me, and I need more details about the facilities, uhh, faculty expertise, and the services each campus provides to students.",0.6720076786498608,1.7203795909881592
30_words_sample_with_pause_5.wav,can youexplain how the arab academies online learning programs are structured particularly how assessments and exams are conducted for students,"Can you, uhm, explain how the Arab Academy's online learning programs are structured, particularly how assessments and exams are conducted for students, uhh, who are pursuing degrees remotely and how the grading works?",0.7112011131204882,1.6229290962219238
40_words_sample_with_pause_1.wav,i aminterested in applying to the arab academy but i would like detailed information regarding the entire admission process,"I am, uhm, interested in applying to the Arab Academy, but I would like detailed information regarding the entire admission process, uhh, including all necessary documents, important deadlines, and whether there are any entrance exams that I need to, uhm, prepare for.",0.5139883055608524,1.9233243465423584
40_words_sample_with_pause_2.wav,could you provide a comprehensive overview of the scholarship opportunities available at the herb academyfor undergraduate students particularly for those studying engineering a business including application procedures and eligibility k,"Could you, uhh, provide a comprehensive overview of the scholarship opportunities available at the Arab Academy, uhm, for undergraduate students, particularly for those studying engineering and business, including application procedures and, uhh, eligibility criteria for international applicants, and the deadlines for applying?",0.688883155034155,2.177685499191284
