File,Vosk Output,Correct Transcription,Cosine Similarity,Transcription Time
10_words_sample_with_pause_1.wav,could you ah,"Could you, uhm, tell me what documents are needed for admission to the Arab Academy?",0.19066263457476562,3.323112726211548
10_words_sample_with_pause_2.wav,,"Can you explain, uhh, the process for applying for scholarships at Arab Academy?",0.0,1.8640623092651367
10_words_sample_with_pause_3.wav,,"What should I do, uhm, if I want to change my major at Arab Academy?",0.0,2.115342855453491
10_words_sample_with_pause_4.wav,is there,"Is there, uhh, any orientation for new students at Arab Academy?",0.31799766166594773,2.1392791271209717
10_words_sample_with_pause_5.wav,how do i get in touch with an academic advisor,"How do I get in touch with an academic advisor, uhm, at Arab Academy?",0.7297276980311307,2.9620778560638428
20_words_sample_with_pause_1.wav,i am um,"I am, uhm, interested in applying to the Arab Academy and, uh, need information about admission requirements and deadlines for international students.",0.08694821918136365,3.952430009841919
20_words_sample_with_pause_2.wav,,"Could you please provide, uhh, details about the scholarships available at the Arab Academy for undergraduate students pursuing, uhm, engineering and business degrees?",0.0,3.6273000240325928
20_words_sample_with_pause_3.wav,i have ah,"I have, uhm, questions about transferring credits from another university to the Arab Academy, uhh, especially for courses in the computer science department.",0.08507864861689526,4.465057849884033
20_words_sample_with_pause_4.wav,,"I would like, uhh, assistance with registering for courses at the Arab Academy, specifically regarding important dates and, uhm, required documents for enrollment.",0.0,4.02722954750061
20_words_sample_with_pause_5.wav,,"Can you explain the differences between, uhm, the engineering specializations at the Arab Academy and the, uhh, career opportunities available for graduates?",0.0,4.889922618865967
30_words_sample_with_pause_1.wav,,"I'm considering applying to the Arab Academy, uhm, but I'd like to know more about the specific entry requirements, uhh, deadlines, and the exams required for their engineering and business programs, especially for international students.",0.0,5.389585494995117
30_words_sample_with_pause_2.wav,,"Could you provide a detailed, uhm, breakdown of tuition costs at the Arab Academy, uhh, including additional fees for accommodation, textbooks, and lab equipment for science and technology courses, as well as any available payment plans?",0.0,4.920839548110962
30_words_sample_with_pause_3.wav,i want to ah,"I want to, uhm, transfer credits from another institution to the Arab Academy, uhh, and I need to understand how the process works, including which courses are eligible for transfer and the documentation, uhm, that's needed.",0.20807312646056703,6.970359563827515
30_words_sample_with_pause_4.wav,,"I'm trying to decide which campus of the Arab Academy, uhm, would be the best option for me, and I need more details about the facilities, uhh, faculty expertise, and the services each campus provides to students.",0.0,5.609996557235718
30_words_sample_with_pause_5.wav,,"Can you, uhm, explain how the Arab Academy's online learning programs are structured, particularly how assessments and exams are conducted for students, uhh, who are pursuing degrees remotely and how the grading works?",0.0,5.084401845932007
40_words_sample_with_pause_1.wav,i am ahinterested in applying to the arab academy but i would like detailed information regarding the entire admission process,"I am, uhm, interested in applying to the Arab Academy, but I would like detailed information regarding the entire admission process, uhh, including all necessary documents, important deadlines, and whether there are any entrance exams that I need to, uhm, prepare for.",0.5317903974681399,7.6246631145477295
40_words_sample_with_pause_2.wav,could you provide a comprehensive overview of the scholarship opportunities available at the arab academy for undergraduate students particularly for those studying engineering and business including application procedures and eligibility kah,"Could you, uhh, provide a comprehensive overview of the scholarship opportunities available at the Arab Academy, uhm, for undergraduate students, particularly for those studying engineering and business, including application procedures and, uhh, eligibility criteria for international applicants, and the deadlines for applying?",0.8071677909618749,9.6671462059021
40_words_sample_with_pause_3.wav,,"I need assistance with, uhm, transferring my credits from another university to the Arab Academy, specifically regarding the required documentation and, uhh, the evaluation process to ensure that my previous courses, uhm, align with the program's academic requirements and policies.",0.0,7.0272064208984375
40_words_sample_with_pause_4.wav,,"Can you explain how the registration process works, uhm, for new students at the Arab Academy, uhh, including any important dates I should keep in mind and whether there are any orientation sessions, uhm, that I should attend before the start of classes?",0.0,6.048824071884155
40_words_sample_with_pause_5.wav,,"I would like to know more about, uhm, the various engineering specializations offered at the Arab Academy, including curriculum details and the potential career paths that graduates, uhh, typically pursue after completing their degrees in these fields, especially in engineering.",0.0,6.236321449279785
50_words_sample_with_pause_1.wav,i am aum planning to apply to the arab academy but i would like more detailed information about the emission requirements includingnecessary documents deadlines for applications and whether there are any specific entrance exams that i need to take before my application is,"I am, uhm, planning to apply to the Arab Academy, but I would like more detailed information about the admission requirements, including, uhh, necessary documents, deadlines for applications, and whether there are any specific entrance exams, uhm, that I need to take before my application is, uhh, considered.",0.7607671974461917,11.00955605506897
50_words_sample_with_pause_2.wav,,"Could you, uhm, please provide a comprehensive overview of the scholarships available at the Arab Academy, uhh, for undergraduate students? I am particularly interested in eligibility criteria, application procedures, and deadlines, uhm, especially for international students who, uhh, wish to pursue degrees in engineering or business at your institution.",0.0,8.810438394546509
50_words_sample_with_pause_3.wav,i need,"I need, uhm, assistance regarding the process of transferring credits from my previous university to the Arab Academy. Specifically, uhh, I would like to know the required documentation and how the evaluation process, uhm, works to ensure my prior courses are recognized by your institution and accepted, uhh, for my program.",0.07929853228208633,8.310314893722534
50_words_sample_with_pause_4.wav,can you ah,"Can you, uhm, explain the registration process for new students at the Arab Academy? I would like to know, uhh, the important dates to keep in mind, as well as any orientation sessions that, uhm, I need to attend before the start of classes at, uhh, the academy.",0.07929526061386066,7.1917665004730225
50_words_sample_with_pause_5.wav,,"I am very interested in, uhm, learning more about the various engineering specializations offered at the Arab Academy. Could you, uhh, provide detailed information about the curriculum, faculty, and the potential career paths that graduates, uhm, typically follow after completing their degrees in, uhh, these engineering-related fields?",0.0,7.931787729263306
