File,Vosk Output,Correct Transcription,Cosine Similarity,Transcription Time
10_words_sample_with_pause_1.wav,could you do,"Could you, uhm, tell me what documents are needed for admission to the Arab Academy?",0.19066263457476562,1.229710578918457
10_words_sample_with_pause_2.wav,,"Can you explain, uhh, the process for applying for scholarships at Arab Academy?",0.0,0.506645679473877
10_words_sample_with_pause_3.wav,what should i do,"What should I do, uhm, if I want to change my major at Arab Academy?",0.36311001193313747,0.7619626522064209
10_words_sample_with_pause_4.wav,is there,"Is there, uhh, any orientation for new students at Arab Academy?",0.31799766166594773,0.6043839454650879
10_words_sample_with_pause_5.wav,how do i get in touch with an academic advisor,"How do I get in touch with an academic advisor, uhm, at Arab Academy?",0.7297276980311307,1.0781168937683105
20_words_sample_with_pause_1.wav,i am,"I am, uhm, interested in applying to the Arab Academy and, uh, need information about admission requirements and deadlines for international students.",0.14997829789540718,1.1419453620910645
20_words_sample_with_pause_2.wav,,"Could you please provide, uhh, details about the scholarships available at the Arab Academy for undergraduate students pursuing, uhm, engineering and business degrees?",0.0,0.9903502464294434
20_words_sample_with_pause_3.wav,i have,"I have, uhm, questions about transferring credits from another university to the Arab Academy, uhh, especially for courses in the computer science department.",0.1467534473614422,1.320467472076416
20_words_sample_with_pause_4.wav,,"I would like, uhh, assistance with registering for courses at the Arab Academy, specifically regarding important dates and, uhm, required documents for enrollment.",0.0,1.0452029705047607
20_words_sample_with_pause_5.wav,can you explain the differences between us,"Can you explain the differences between, uhm, the engineering specializations at the Arab Academy and the, uhh, career opportunities available for graduates?",0.4664508267519584,1.665543794631958
30_words_sample_with_pause_1.wav,,"I'm considering applying to the Arab Academy, uhm, but I'd like to know more about the specific entry requirements, uhh, deadlines, and the exams required for their engineering and business programs, especially for international students.",0.0,1.3852953910827637
30_words_sample_with_pause_2.wav,,"Could you provide a detailed, uhm, breakdown of tuition costs at the Arab Academy, uhh, including additional fees for accommodation, textbooks, and lab equipment for science and technology courses, as well as any available payment plans?",0.0,1.2207355499267578
30_words_sample_with_pause_3.wav,i want to,"I want to, uhm, transfer credits from another institution to the Arab Academy, uhh, and I need to understand how the process works, including which courses are eligible for transfer and the documentation, uhm, that's needed.",0.2933510902362846,1.91288423538208
30_words_sample_with_pause_4.wav,,"I'm trying to decide which campus of the Arab Academy, uhm, would be the best option for me, and I need more details about the facilities, uhh, faculty expertise, and the services each campus provides to students.",0.0,1.4361586570739746
30_words_sample_with_pause_5.wav,,"Can you, uhm, explain how the Arab Academy's online learning programs are structured, particularly how assessments and exams are conducted for students, uhh, who are pursuing degrees remotely and how the grading works?",0.0,1.2207362651824951
40_words_sample_with_pause_1.wav,i aminterested in applying to the arabic anime but i would like detailed information regarding the entire admission process,"I am, uhm, interested in applying to the Arab Academy, but I would like detailed information regarding the entire admission process, uhh, including all necessary documents, important deadlines, and whether there are any entrance exams that I need to, uhm, prepare for.",0.4328232123876028,2.500847101211548
40_words_sample_with_pause_2.wav,could you provide a comprehensive overview of the scholarship opportunities available at the arab economy for undergraduate students particularly for those studying engineering and business including application procedures and eligibility k,"Could you, uhh, provide a comprehensive overview of the scholarship opportunities available at the Arab Academy, uhm, for undergraduate students, particularly for those studying engineering and business, including application procedures and, uhh, eligibility criteria for international applicants, and the deadlines for applying?",0.7942483309082845,3.2154006958007812
40_words_sample_with_pause_3.wav,,"I need assistance with, uhm, transferring my credits from another university to the Arab Academy, specifically regarding the required documentation and, uhh, the evaluation process to ensure that my previous courses, uhm, align with the program's academic requirements and policies.",0.0,1.7652812004089355
40_words_sample_with_pause_4.wav,,"Can you explain how the registration process works, uhm, for new students at the Arab Academy, uhh, including any important dates I should keep in mind and whether there are any orientation sessions, uhm, that I should attend before the start of classes?",0.0,1.5827667713165283
40_words_sample_with_pause_5.wav,i would like to know more about,"I would like to know more about, uhm, the various engineering specializations offered at the Arab Academy, including curriculum details and the potential career paths that graduates, uhh, typically pursue after completing their degrees in these fields, especially in engineering.",0.2568620010647616,1.8670070171356201
50_words_sample_with_pause_1.wav,i ami'm planning to apply to the arabic anime but i would like more detailed information about the admission requirements includingnecessary documents deadlines for applications and whether there are any specific entrance exams that i need to take before my application is,"I am, uhm, planning to apply to the Arab Academy, but I would like more detailed information about the admission requirements, including, uhh, necessary documents, deadlines for applications, and whether there are any specific entrance exams, uhm, that I need to take before my application is, uhh, considered.",0.7170237156764762,4.199767589569092
50_words_sample_with_pause_2.wav,,"Could you, uhm, please provide a comprehensive overview of the scholarships available at the Arab Academy, uhh, for undergraduate students? I am particularly interested in eligibility criteria, application procedures, and deadlines, uhm, especially for international students who, uhh, wish to pursue degrees in engineering or business at your institution.",0.0,2.2011125087738037
50_words_sample_with_pause_3.wav,i need,"I need, uhm, assistance regarding the process of transferring credits from my previous university to the Arab Academy. Specifically, uhh, I would like to know the required documentation and how the evaluation process, uhm, works to ensure my prior courses are recognized by your institution and accepted, uhh, for my program.",0.07929853228208633,2.202110528945923
50_words_sample_with_pause_4.wav,can you,"Can you, uhm, explain the registration process for new students at the Arab Academy? I would like to know, uhh, the important dates to keep in mind, as well as any orientation sessions that, uhm, I need to attend before the start of classes at, uhh, the academy.",0.11179411559452257,2.020597219467163
50_words_sample_with_pause_5.wav,,"I am very interested in, uhm, learning more about the various engineering specializations offered at the Arab Academy. Could you, uhh, provide detailed information about the curriculum, faculty, and the potential career paths that graduates, uhm, typically follow after completing their degrees in, uhh, these engineering-related fields?",0.0,2.210089921951294
